,Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,liveness,Loudness,Speechiness,Tempo,Time_signature,Key,Duration_ms,Mode,Speechiness.1,Valence
2288,Work B**ch,Work B**ch,Britney Spears,2013-09-16,247853,0,0.124,0.63,0.816,0.00111,0.0616,-6.535,0.15,128.012,0,5,247853,1,0.15,0.85
2289,This Is What It Feels Like,Intense,Armin van Buuren,2013-05-03,204360,1,0.0391,0.551,0.833,2.77e-06,0.0632,-5.217,0.03,129.885,1,7,204360,1,0.03,0.145
2290,Get Up (Rattle) - Vocal Edit,Get Up (Rattle),Bingo Players,2013-01-14,166933,0,0.0205,0.801,0.985,6.86e-06,0.296,-2.69,0.0645,127.99,0,4,166933,1,0.0645,0.722
2291,Bonfire Heart,Bonfire Heart,James Blunt,2013-07-30,238000,0,0.181,0.575,0.821,0.0,0.124,-5.7,0.0527,118.021,0,11,238000,1,0.0527,0.449
2292,Fine China,Fine China,Chris Brown,2013-04-01,213666,0,0.0466,0.659,0.735,0.0,0.111,-4.758,0.056,104.038,0,9,213667,0,0.056,0.609
2293,Reload - Radio Edit,Reload (Vocal Version / Radio Edit),Sebastian Ingrosso,2013-01-01,221272,1,0.0736,0.485,0.724,0.0,0.0631,-4.633,0.0521,128.045,0,5,221273,0,0.0521,0.433
2294,Of The Night,All This Bad Blood,Bastille,2013-01-01,214205,1,0.0192,0.67,0.829,0.000225,0.089,-7.2,0.0427,125.01,0,11,214206,0,0.0427,0.349
2295,The Fox (What Does the Fox Say?),The Fox (What Does the Fox Say?),Ylvis,2013-09-02,213708,1,0.107,0.703,0.867,0.0,0.119,-4.292,0.0453,128.008,0,7,213708,1,0.0453,0.546
2296,Animals - Radio Edit,Animals,Martin Garrix,2013-07-26,176117,0,0.00137,0.593,0.914,0.445,0.0714,-5.351,0.0363,128.015,0,7,176118,1,0.0363,0.0381
2297,Body Party,Ciara,Ciara,2013-07-05,234040,1,0.0143,0.577,0.576,0.0,0.602,-6.299,0.0563,133.973,0,8,234040,1,0.0563,0.12
2298,Look Right Through - MK Vocal Edit,Look Right Through (Remixes),Storm Queen,2014-08-11,150400,0,0.00304,0.832,0.815,0.00553,0.263,-8.035,0.081,119.995,0,11,150400,0,0.081,0.519
2299,High Hopes,In A Perfect World (Deluxe),Kodaline,2013-06-14,230266,0,0.577,0.488,0.487,0.0,0.193,-6.371,0.0305,77.278,0,8,230267,1,0.0305,0.219
2300,"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,2014-03-03,232720,1,0.219,0.647,0.822,0.0,0.0908,-4.662,0.183,160.019,0,11,232720,0,0.183,0.962
2301,Dark Horse,PRISM,Katy Perry,2013-01-01,215672,1,0.00314,0.647,0.585,0.0,0.165,-6.123,0.0512,131.934,0,7,215672,1,0.0512,0.353
2302,Maps,Maps,Maroon 5,2014-06-16,189840,0,0.0179,0.737,0.723,0.0,0.0675,-5.51,0.0295,120.003,0,7,189840,0,0.0295,0.893
2303,Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,199938,1,0.0904,0.912,0.716,0.0,0.0491,-4.141,0.0697,94.981,0,9,199938,0,0.0697,0.377
2304,Shower,Shower,Becky G,2014-04-23,206166,1,0.0317,0.699,0.529,3.59e-05,0.285,-7.548,0.0487,119.987,0,8,206167,1,0.0487,0.121
2305,Stay With Me,In The Lonely Hour,Sam Smith,2014-05-26,172723,1,0.588,0.418,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,0,11,172724,1,0.0414,0.184
2306,Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,1,0.0422,0.773,0.758,0.0,0.305,-4.993,0.0381,144.033,0,7,224840,1,0.0381,0.925
2307,Chandelier,1000 Forms Of Fear,Sia,2014-07-04,216120,1,0.0197,0.399,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,1,7,216120,1,0.0499,0.572
2308,All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,269560,1,0.922,0.422,0.264,0.0,0.132,-7.064,0.0322,119.93,0,7,269560,1,0.0322,0.331
2309,Steal My Girl,FOUR (Deluxe),One Direction,2014-11-17,228133,1,0.00433,0.536,0.768,0.0,0.114,-5.948,0.0347,77.217,0,9,228133,0,0.0347,0.545
2310,All About That Bass,Title (Deluxe),Meghan Trainor,2015-01-09,187920,1,0.0573,0.807,0.887,2.87e-06,0.124,-3.726,0.0503,134.052,0,5,187920,1,0.0503,0.961
2311,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,202496,1,0.000569,0.494,0.951,0.0,0.327,-4.237,0.132,160.025,0,5,202496,1,0.132,0.441
2312,Classic,MKTO,MKTO,2012,175426,1,0.0384,0.72,0.791,0.0,0.157,-4.689,0.124,102.071,0,7,175427,1,0.124,0.756
2313,Style,1989 (Deluxe Edition),Taylor Swift,2014-10-27,231000,1,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0,4,231000,1,0.0402,0.487
2314,Me And My Broken Heart,Let The Road,Rixton,2014-01-01,193733,1,0.00489,0.545,0.783,0.0,0.132,-4.261,0.0345,174.084,0,11,193733,0,0.0345,0.551
2315,Summer,Summer,Calvin Harris,2014-04-30,224506,0,0.0215,0.603,0.861,0.043,0.1,-3.565,0.0325,127.962,0,8,224507,0,0.0325,0.72
2316,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,204160,1,0.0295,0.581,0.963,0.0,0.139,-4.087,0.0981,129.992,0,10,204160,1,0.0981,0.788
2317,Counting Stars,Native,OneRepublic,2014-01-01,257386,1,0.0654,0.663,0.705,0.0,0.117,-4.972,0.0385,122.014,0,7,257387,0,0.0385,0.477
2318,Habits (Stay High),Queen Of The Clouds,Tove Lo,2014-09-24,209160,1,0.0703,0.733,0.65,6.59e-05,0.0829,-3.539,0.0315,110.003,0,11,209160,1,0.0315,0.348
2319,Night Changes,FOUR (Deluxe),One Direction,2014-11-17,226600,1,0.859,0.672,0.52,0.0,0.115,-7.747,0.0353,120.001,0,7,226600,1,0.0353,0.37
2320,Bad Blood,1989 (Deluxe Edition),Taylor Swift,2014-10-27,211933,1,0.0885,0.646,0.794,6.16e-06,0.201,-6.104,0.19,170.216,0,4,211933,1,0.19,0.287
2321,Animals,V,Maroon 5,2014-09-02,231013,1,0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,0,8,231013,0,0.0898,0.328
2322,Only Love Can Hurt Like This,A Perfect Contradiction (Outsiders' Expanded Edition),Paloma Faith,2014-03-10,232893,1,0.0958,0.566,0.885,9.97e-05,0.334,-4.528,0.0818,90.99,0,7,232893,1,0.0818,0.304
2323,Am I Wrong,Black Star Elephant,Nico & Vinz,2014,245866,1,0.175,0.729,0.675,1.58e-06,0.55,-6.003,0.0312,119.968,0,7,245867,1,0.0312,0.779
2324,Up (feat. Demi Lovato),Never Been Better (Deluxe),Olly Murs,2014-11-21,224293,0,0.0193,0.69,0.845,0.0,0.101,-4.676,0.0339,114.948,0,5,224293,1,0.0339,0.638
2325,Story of My Life,Midnight Memories (Deluxe),One Direction,2013-11-25,245493,1,0.225,0.6,0.663,0.0,0.119,-5.802,0.0477,121.07,0,11,245493,1,0.0477,0.286
2326,Team,Pure Heroine,Lorde,2013-09-27,193058,1,0.167,0.69,0.578,0.0,0.305,-7.436,0.0929,99.961,0,7,193059,1,0.0929,0.416
2327,Break Free,My Everything (Deluxe),Ariana Grande,2014-08-22,214840,0,0.0064,0.687,0.702,4.35e-05,0.204,-5.324,0.0455,129.956,0,4,214840,0,0.0455,0.284
2328,Ugly Heart,G.R.L.,G.R.L.,2014-07-29,198306,1,0.019,0.65,0.786,0.0,0.323,-5.488,0.0463,124.96,0,5,198307,1,0.0463,0.446
2329,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),Clean Bandit,2014-01-17,227833,1,0.162,0.799,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,0,10,227833,1,0.0377,0.549
2330,Riptide,Dream Your Life Away,Vance Joy,2014-09-08,204280,1,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,101.654,0,7,204280,1,0.0379,0.51
2331,Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,219200,1,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,0,4,219200,1,0.165,0.942
2332,Sugar,V (Deluxe),Maroon 5,2014-09-02,235493,0,0.0553,0.744,0.783,0.0,0.086,-7.077,0.0337,120.042,0,7,235493,1,0.0337,0.885
2333,A Sky Full of Stars,Ghost Stories,Coldplay,2014-05-19,267866,1,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,0,7,267867,1,0.0279,0.162
2334,Best Day Of My Life,"Oh, What A Life",American Authors,2014-01-01,194240,1,0.0591,0.673,0.902,0.000262,0.0558,-2.392,0.0346,100.012,0,8,194240,1,0.0346,0.538
2335,Talking Body,Queen Of The Clouds,Tove Lo,2014-09-24,238426,1,0.0966,0.736,0.761,0.0,0.0823,-5.449,0.0338,119.999,0,8,238427,0,0.0338,0.114
2336,Bang Bang,Sweet Talker (Deluxe Version),Jessie J,2014-10-14,199386,1,0.26,0.706,0.786,0.0,0.38,-3.417,0.091,150.028,0,11,199387,0,0.091,0.751
2337,Love Me Harder,My Everything (Deluxe),Ariana Grande,2014-08-25,236133,1,0.00937,0.472,0.714,0.0,0.0764,-4.389,0.0334,98.992,0,7,236133,0,0.0334,0.24
2338,Jealous - Remix,Jealous (Remix),Nick Jonas,2014-11-05,222213,0,0.0132,0.685,0.709,0.0,0.452,-3.578,0.0748,93.047,0,10,222213,0,0.0748,0.504
2339,Latch,Settle (Special Edition),Disclosure,2013-06-03,255631,1,0.0159,0.503,0.727,9.45e-05,0.0895,-5.456,0.167,121.985,0,7,255632,1,0.167,0.521
2340,Blame (feat. John Newman),Motion,Calvin Harris,2014-10-31,212960,1,0.0287,0.414,0.857,0.00574,0.343,-4.078,0.0808,128.024,0,11,212960,0,0.0808,0.348
2341,Heroes (we could be),Heroes (we could be),Alesso,2014-09-15,209866,1,0.0373,0.521,0.754,0.0,0.239,-4.144,0.0634,125.876,0,11,209867,1,0.0634,0.352
2342,Don't,x (Deluxe Edition),Ed Sheeran,2014-06-21,219840,1,0.0113,0.806,0.608,0.0,0.635,-7.008,0.0659,95.049,0,7,219840,1,0.0659,0.849
2343,Superheroes,No Sound Without Silence,The Script,2014-09-15,245466,1,0.00218,0.49,0.885,0.0,0.0741,-4.121,0.0396,166.996,0,11,245467,1,0.0396,0.64
2344,Don't Tell 'Em,Late Nights: The Album,Jeremih,2015-12-04,266840,1,0.392,0.856,0.527,0.0,0.11,-5.225,0.0997,98.052,0,8,266840,1,0.0997,0.386
2345,Problem,My Everything (Deluxe),Ariana Grande,2014-08-25,193920,1,0.0192,0.66,0.805,8.83e-06,0.159,-5.352,0.153,103.008,0,7,193920,0,0.153,0.625
2346,Boom Clap,Boom Clap,Charli XCX,2014-06-16,169866,0,0.154,0.659,0.911,0.000304,0.191,-2.28,0.0786,91.999,0,8,169866,1,0.0786,0.576
2347,Burn,Halcyon Days,Ellie Goulding,2014-01-01,231211,1,0.31,0.559,0.777,0.0,0.105,-5.031,0.0432,87.016,0,7,231212,1,0.0432,0.329
2348,Trumpets,Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,217306,1,0.563,0.627,0.703,0.0,0.0962,-4.884,0.236,81.897,0,11,217307,1,0.236,0.64
2349,Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,1,0.0343,0.594,0.497,0.0,0.162,-5.26,0.0303,101.668,0,8,237248,1,0.0303,0.101
2350,Stay The Night - Featuring Hayley Williams Of Paramore,Clarity (Deluxe),Zedd,2014-01-01,217346,1,0.109,0.596,0.738,0.0,0.0947,-3.109,0.0411,127.961,0,7,217347,1,0.0411,0.461
2351,Black Widow,The New Classic,Iggy Azalea,2014-01-01,209423,1,0.192,0.743,0.72,0.000386,0.109,-3.753,0.124,163.99,0,10,209423,1,0.124,0.519
2352,Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,1,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,0,8,258987,1,0.0476,0.201
2353,Cool Kids,Talking Dreams (Deluxe Edition),Echosmith,2013-10-04,237626,1,0.0372,0.719,0.671,8.21e-06,0.12,-6.279,0.0336,130.027,0,7,237627,1,0.0336,0.786
2354,Talk Dirty (feat. 2 Chainz),Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,177685,1,0.0348,0.76,0.652,0.0,0.307,-7.321,0.232,100.315,0,7,177685,1,0.232,0.759
2355,Anaconda,The Pinkprint (International Deluxe Explicit),Nicki Minaj,2014-12-15,260240,1,0.0668,0.964,0.605,7.78e-06,0.214,-6.223,0.179,129.994,0,5,260240,1,0.179,0.646
2356,I Will Never Let You Down,I Will Never Let You Down,Rita Ora,2014-03-31,203466,1,0.403,0.753,0.801,0.0,0.128,-3.215,0.0296,128.011,0,8,203467,1,0.0296,0.794
2357,The Heart Wants What It Wants,For You,Selena Gomez,2014-11-24,227360,1,0.053,0.616,0.789,0.0,0.142,-4.874,0.0377,83.066,0,4,227360,0,0.0377,0.621
2358,Little Do You Know,It's About Us,Alex & Sierra,2014-10-06,185200,1,0.746,0.5,0.292,0.0,0.188,-8.554,0.0323,145.879,0,11,185200,1,0.0323,0.37
2359,Geronimo,Geronimo,Sheppard,2014-01-01,218227,0,0.434,0.707,0.771,0.0013,0.115,-6.275,0.0783,142.016,0,4,218228,1,0.0783,0.437
2360,Post to Be (feat. Chris Brown & Jhene Aiko),Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,2014-11-11,226580,1,0.0697,0.733,0.676,0.0,0.208,-5.655,0.0432,97.448,0,9,226581,0,0.0432,0.701
2361,Ain't It Fun,Paramore,Paramore,2013-04-05,296520,1,0.154,0.61,0.893,4.41e-05,0.021,-3.681,0.0921,104.031,0,5,296520,1,0.0921,0.673
2362,Nobody To Love - Radio Edit,Nobody To Love,Sigma,2014-01-01,189720,1,0.000526,0.441,0.921,6.34e-06,0.177,-3.32,0.0436,175.001,0,7,189720,1,0.0436,0.182
2363,Somebody,Somebody,Natalie La Rose,2014-01-06,189906,1,0.000792,0.83,0.52,1.25e-05,0.0656,-8.714,0.0376,104.99,0,11,189907,1,0.0376,0.735
2364,Not a Bad Thing,The 20/20 Experience - 2 of 2 (Deluxe),Justin Timberlake,2013-09-27,688453,1,0.527,0.308,0.563,4.58e-06,0.134,-9.169,0.0719,85.901,0,11,688453,1,0.0719,0.109
2365,Wasted,Wasted,Tiësto,2014-04-22,188371,0,0.00106,0.645,0.832,0.00264,0.199,-5.595,0.0294,112.028,0,8,188371,1,0.0294,0.375
2366,Ghost,Chapter One (Deluxe Version),Ella Henderson,2014-10-13,213213,1,0.0457,0.68,0.84,8.66e-06,0.143,-3.823,0.0414,104.975,0,5,213213,1,0.0414,0.468
2367,2 On (feat. ScHoolboy Q),Aquarius,Tinashe,2014-10-01,227000,1,0.15,0.742,0.595,0.0,0.111,-7.51,0.107,101.013,0,5,227000,1,0.107,0.431
2368,Wrapped Up (feat. Travie McCoy),Never Been Better (Deluxe),Olly Murs,2014-11-21,185640,0,0.0915,0.787,0.848,0.0,0.15,-4.696,0.0549,121.989,0,7,185640,1,0.0549,0.947
2369,Hey Brother,True,Avicii,2013-09-13,255093,0,0.0309,0.545,0.78,4.64e-05,0.0828,-4.867,0.0436,125.014,0,4,255093,0,0.0436,0.458
2370,Stolen Dance,Sadnecessary,Milky Chance,2014-06-20,313684,1,0.427,0.885,0.581,0.000204,0.0759,-8.813,0.0378,114.016,0,10,313684,1,0.0378,0.728
2371,Loyal (feat. Lil Wayne & Tyga),X (Expanded Edition),Chris Brown,2014-09-16,264946,1,0.0168,0.841,0.522,1.37e-06,0.188,-5.963,0.049,99.059,0,9,264947,0,0.049,0.616
2372,Waves - Robin Schulz Radio Edit,Waves (Robin Schulz Radio Edit),Mr. Probz,2014-02-07,208133,0,0.00821,0.829,0.51,0.0014,0.0829,-9.334,0.0369,119.993,0,11,208133,0,0.0369,0.45
2373,Elastic Heart,1000 Forms Of Fear,Sia,2014-07-04,257200,1,0.0117,0.421,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,0,5,257200,1,0.0496,0.499
2374,Red Lights,Red Lights,Tiësto,2013-12-13,263890,0,0.000739,0.653,0.829,1.5e-06,0.225,-4.783,0.0377,124.989,0,9,263890,1,0.0377,0.545
2375,I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-05-26,239316,1,0.529,0.677,0.485,2.04e-05,0.0766,-5.795,0.0361,82.001,0,11,239317,1,0.0361,0.493
2376,My Love (feat. Jess Glynne),My Love (feat. Jess Glynne),Route 94,2014-02-28,259934,1,0.000132,0.814,0.622,0.72,0.0658,-7.573,0.0492,119.976,0,7,259934,1,0.0492,0.726
2377,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,1,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,0,8,281560,1,0.0295,0.591
2378,Collard Greens,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,299960,0,0.0239,0.826,0.571,7.38e-06,0.207,-4.871,0.064,153.972,0,10,299960,1,0.064,0.666
2379,Bailando - Spanish Version,SEX AND LOVE (Deluxe Edition),Enrique Iglesias,2014-07-04,243386,1,0.0467,0.718,0.792,3.65e-06,0.0399,-3.519,0.105,90.949,0,4,243387,1,0.105,0.96
2380,Na Na,Trigga Reloaded,Trey Songz,2015-06-23,231906,1,0.328,0.67,0.476,0.0,0.104,-6.253,0.0406,96.975,0,5,231907,0,0.0406,0.235
2381,Under Control (feat. Hurts),Motion,Calvin Harris,2014-10-31,184280,1,0.129,0.544,0.915,0.000914,0.115,-3.405,0.0841,126.094,0,7,184280,1,0.0841,0.51
2382,"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Various Artists,2013-01-01,223840,1,0.558,0.543,0.485,0.0,0.12,-6.85,0.0305,136.961,0,7,223840,1,0.0305,0.371
2383,Wiggle (feat. Snoop Dogg),Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,193295,1,0.0802,0.697,0.621,0.0,0.162,-6.886,0.25,81.946,0,5,193296,0,0.25,0.721
2384,Show Me (feat. Chris Brown),My Own Lane (Expanded Edition),Kid Ink,2014-01-06,217800,1,0.0355,0.711,0.508,0.0,0.141,-7.299,0.0502,98.098,0,4,217800,1,0.0502,0.663
2385,Bed Of Lies,The Pinkprint (International Deluxe Explicit),Nicki Minaj,2014-12-15,269946,1,0.251,0.716,0.67,0.0,0.109,-5.779,0.194,86.01,0,10,269947,1,0.194,0.124
2386,Bad (feat. Vassy) - Radio Edit,Lovers on the Sun EP,David Guetta,2014-06-30,170625,0,0.00125,0.614,0.972,0.0186,0.328,-3.927,0.088,127.966,0,11,170625,0,0.088,0.411
2387,Gecko (Overdrive) - Radio Edit,Gecko (Overdrive),Oliver Heldens,2014-06-03,165440,1,0.00521,0.609,0.885,1.15e-05,0.336,-5.469,0.0642,124.959,0,11,165441,1,0.0642,0.76
2388,You Know You Like It,You Know You Like It,DJ Snake,2014-10-14,247266,1,0.0141,0.407,0.725,2.46e-06,0.306,-5.346,0.188,196.093,0,11,247267,0,0.188,0.247
2389,Jealous,Jealous,Labrinth,2014-11-21,287693,0,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,116.76,2,7,287693,1,0.0479,0.104
2390,Sing,x (Deluxe Edition),Ed Sheeran,2014-06-21,235382,1,0.304,0.818,0.67,1.22e-06,0.0601,-4.451,0.0472,119.988,0,7,235382,0,0.0472,0.939
2391,New Flame (feat. Usher & Rick Ross),X (Expanded Edition),Chris Brown,2014-09-16,244226,1,0.0506,0.702,0.629,0.0,0.0963,-4.292,0.041,141.967,0,7,244227,1,0.041,0.446
2392,#SELFIE - Original Mix,#SELFIE,The Chainsmokers,2014-01-28,183750,0,0.0135,0.789,0.915,8.77e-06,0.0818,-3.263,0.248,127.955,0,11,183750,1,0.248,0.66
2393,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,1,0.00969,0.589,0.621,0.00104,0.181,-6.902,0.0468,140.03,0,11,323480,0,0.0468,0.401
2394,Budapest,Wanted on Voyage,George Ezra,2014-06-27,200720,0,0.0883,0.714,0.451,0.0,0.108,-8.268,0.0276,127.787,0,11,200720,1,0.0276,0.406
2395,Say Something,Is There Anybody Out There? - Track by Track Commentary,A Great Big World,2014-01-13,229400,1,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,2,8,229400,1,0.0355,0.0765
2396,Money On My Mind,In The Lonely Hour,Sam Smith,2014-05-26,192670,1,0.204,0.688,0.841,0.000295,0.229,-5.217,0.179,133.912,0,8,192670,1,0.179,0.743
2397,Love Runs Out,Native,OneRepublic,2014-01-01,224226,1,0.167,0.719,0.935,0.0,0.0973,-3.752,0.0589,120.022,0,4,224227,1,0.0589,0.738
2398,High (feat. Nicole Millar),High (feat. Nicole Millar),Peking Duk,2014-10-14,228000,0,0.00129,0.525,0.803,0.000868,0.29,-4.052,0.0492,100.094,0,11,228000,0,0.0492,0.383
2399,Lovers on the Sun (feat. Sam Martin),Lovers on the Sun EP,David Guetta,2014-06-30,203520,1,0.0932,0.645,0.891,3.88e-06,0.379,-2.505,0.0387,124.915,0,7,203520,0,0.0387,0.568
2400,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,1,0.00801,0.856,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,0,11,269667,1,0.0824,0.928
2401,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,1,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,0,8,281560,1,0.0295,0.591
2402,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,2015,229525,1,0.369,0.689,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,0,9,229526,1,0.0815,0.283
2403,What Do You Mean?,Purpose (Deluxe),Justin Bieber,2015-11-13,205680,1,0.59,0.845,0.567,0.00142,0.0811,-8.118,0.0956,125.02,0,11,205680,0,0.0956,0.793
2404,Lean On (feat. MØ & DJ Snake),Peace Is The Mission : Extended,Major Lazer,2015-11-27,176561,1,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,0,4,176561,0,0.0625,0.274
2405,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",The Weeknd,2014-12-23,252226,1,0.385,0.659,0.381,0.0,0.0972,-5.922,0.0304,119.844,2,8,252227,0,0.0304,0.426
2406,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,2015-11-06,252534,1,0.247,0.262,0.606,0.0,0.125,-6.646,0.0484,189.857,0,7,252534,1,0.0484,0.275
2407,Wildest Dreams,1989,Taylor Swift,2014-01-01,220440,1,0.0709,0.553,0.664,0.0056,0.106,-7.417,0.0741,140.06,0,7,220440,1,0.0741,0.467
2408,Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,192120,1,0.109,0.73,0.703,0.0,0.0657,-5.672,0.0369,138.113,0,11,192120,0,0.0369,0.595
2409,One Last Time,My Everything (Deluxe),Ariana Grande,2014-08-25,197266,1,0.093,0.628,0.593,1.65e-06,0.096,-5.036,0.0323,125.026,0,7,197267,1,0.0323,0.104
2410,Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,231826,1,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,0,11,231827,1,0.054,0.57
2411,Like I Can,In The Lonely Hour,Sam Smith,2014-05-26,167065,1,0.343,0.656,0.627,2.17e-05,0.124,-6.627,0.0379,99.933,0,4,167066,0,0.0379,0.481
2412,Stitches,Handwritten,Shawn Mendes,2015-04-14,206880,1,0.0152,0.746,0.754,0.0,0.0486,-6.684,0.0676,149.882,0,7,206880,1,0.0676,0.746
2413,Locked Away (feat. Adam Levine),What Dreams Are Made Of,R. City,2015-10-09,227480,1,0.304,0.509,0.671,0.0,0.0452,-5.709,0.0678,118.413,1,7,227480,1,0.0678,0.55
2414,The Nights,The Days / Nights,Avicii,2014-01-01,176658,1,0.0166,0.527,0.835,0.0,0.249,-5.298,0.0433,125.983,0,7,176658,1,0.0433,0.654
2415,Black Magic,Get Weird (Deluxe),Little Mix,2015-11-06,211773,0,0.0352,0.777,0.896,0.0,0.317,-4.467,0.0619,111.987,0,8,211773,1,0.0619,0.843
2416,Perfect,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,230333,1,0.0598,0.647,0.823,0.0,0.119,-5.231,0.0762,99.933,0,8,230333,1,0.0762,0.396
2417,Cool for the Summer,Cool for the Summer,Demi Lovato,2015-07-01,214746,0,0.00441,0.586,0.613,0.000183,0.0853,-5.593,0.0386,114.101,0,11,214746,0,0.0386,0.319
2418,Bad Blood,Bad Blood,Taylor Swift,2015-05-17,200106,1,0.0294,0.654,0.655,0.0,0.139,-7.388,0.106,170.16,0,10,200107,0,0.106,0.221
2419,Time of Our Lives,Globalization,Pitbull,2014-11-21,229360,1,0.0921,0.721,0.802,0.0,0.694,-5.797,0.0583,124.022,0,7,229360,1,0.0583,0.724
2420,YOUTH,YOUTH,Troye Sivan,2015-11-13,185194,0,0.0526,0.627,0.749,0.0,0.0763,-4.453,0.0415,91.522,0,4,185194,1,0.0415,0.608
2421,Lush Life,Lush Life,Zara Larsson,2015-06-05,202213,0,0.141,0.658,0.741,0.0,0.189,-2.86,0.0536,98.024,0,4,202213,0,0.0536,0.789
2422,Outside (feat. Ellie Goulding),Motion,Calvin Harris,2014-10-31,227266,1,0.213,0.646,0.823,0.0,0.322,-4.123,0.0394,128.035,0,8,227267,0,0.0394,0.418
2423,Style,1989 (Deluxe),Taylor Swift,2014-01-01,231000,1,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0,4,231000,1,0.0402,0.487
2424,Same Old Love,Revival (Deluxe),Selena Gomez,2015-10-09,229080,1,0.0223,0.672,0.593,0.0,0.214,-4.01,0.0304,98.02,0,10,229080,0,0.0304,0.438
2425,Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,1,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,0,11,200787,0,0.045,0.41
2426,Waiting For Love,Stories,Avicii,2015-10-02,230613,1,0.31,0.579,0.736,0.0,0.198,-3.863,0.0527,127.999,0,7,230613,0,0.0527,0.613
2427,Dear Future Husband,Title (Deluxe),Meghan Trainor,2015-01-09,184226,1,0.375,0.655,0.782,0.0,0.317,-4.789,0.185,79.427,0,7,184227,1,0.185,0.832
2428,I Really Like You,Emotion (Deluxe),Carly Rae Jepsen,2015-09-25,204773,0,0.00543,0.622,0.808,5.63e-05,0.215,-4.701,0.0418,122.121,0,11,204773,1,0.0418,0.599
2429,Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,1,0.00701,0.578,0.866,0.0,0.257,-3.804,0.0619,128.038,0,7,199080,1,0.0619,0.619
2430,Never Forget You,So Good,Zara Larsson,2017-03-17,213427,1,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992,0,10,213428,0,0.0457,0.276
2431,Do It Again,Do It Again,Pia Mia,2015-05-04,207746,1,0.0266,0.712,0.564,0.0,0.0874,-6.527,0.047,95.95,0,7,207747,1,0.047,0.411
